,0
Mysm1,0.92863995
Gm44536,0.2883629
Cyp2t4,0.061061736
Gm14412,0.08279827
Dbp,0.090875834
Megf10,0.187197
Dnah11,0.11688727
Clstn2,0.53186834
Gnrhr,0.049407475
Gm42468,0.012747349
Flt3,0.030384822
Dapp1,0.06488226
Zfp532,1.0392462
Olig3,0.32651502
Shisa6,0.25595602
Krt1,0.015814774
Hsd17b3,0.0473903
Dnah10,0.16960794
Zglp1,0.07329449
Zfp386,0.8718732
Arhgdib,0.08280564
Olfr344,0.009623888
Ppargc1b,0.08371182
Rfx2,0.26620358
Smarce1,0.97357535
Zfp866,0.6887112
Zfp354c,0.8278163
Zfp746,0.78750974
Efnb3,0.25772196
Rpgrip1,0.33717003
Abca12,0.12139414
Cyb5a,0.53980756
Tmem40,0.04193141
Cd36,0.034435865
En2,0.2940513
0610040J01Rik,0.04615761
Cftr,0.031077186
Tph1,0.08785884
Ano5,0.080015756
BC025920,0.19091979
Gm21411,0.0127390055
Il23r,0.018045792
Krt10,0.0995211
Gpbp1,1.0840715
Gm11009,0.0
Ppy,0.0034276573
Hydin,0.13540217
Slc5a12,0.0035399424
Olfr60,0.004893784
Gm35216,0.039102253
Tbx1,0.023398016
AW822073,0.0
L3mbtl3,0.9074808
Tcf12,1.3591927
Gm28047,0.022593725
Specc1,0.9677412
Ctsw,0.0853958
Gm37245,0.1441259
Klf17,0.0061867423
Gm44810,0.06821069
Cadps,0.72598517
Slc7a5,0.19316424
Brinp1,0.2701289
Tgfbr3,0.21805376
Prss32,0.027830021
Nr1h2,0.3078982
Slc13a1,0.01786621
Rptn,0.0
Olfr191,0.0
Foxn3,0.6669996
Msx3,0.2706441
Igfbp7,0.098357715
Lilrb4a,0.021731688
Triml2,0.008918376
Adamtsl1,0.5548894
Zbtb39,0.42491084
Irx5,0.32415977
Amy2a1,0.0011961205
Coro2a,0.027168924
Zfhx4,0.8091908
Crxos,0.08059981
Car10,0.22031753
Fmn1,0.01322513
Cdh19,0.044600926
Cbr2,0.0049947137
Iqcj,0.1516277
A930011G23Rik,0.7649641
Sybu,0.26570508
Obox6,0.022170445
Eng,0.07390304
Amn,0.058435757
Mc1r,0.047058985
Myh6,0.06989889
Ncf4,0.018669192
Mgll,0.052005768
Bin2,0.05164632
Klf15,0.08808384
Zbtb42,0.11277468
Lypd5,0.0063698217
Aplnr,0.063838586
Mrgprx2,0.032974478
Gm44618,0.038657784
Zfp90,0.68767697
Lpin2,0.6789958
Fgd5,0.15924524
Plvap,0.09637929
Rslcan18,0.09242589
Zfp971,0.4089985
Zbtb17,0.57584655
Ccr2,0.039626956
Sulf1,0.13042936
Clcnkb,0.037159674
Cd160,0.06260735
Bpifb3,0.0025272968
Cdkn1c,0.48425376
Six2,0.07390384
